Age,Gender,Height_m,Weight_kg,BMI,Activity_Level,Label,Recommendation
52,0,1.41,33.8,17,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,1,1.76,63.75,20.58,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,0,1.64,45.39,16.88,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,0,1.63,64.38,24.23,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
55,1,1.64,75.49,28.07,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,1,1.46,36.93,17.33,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,0,1.72,67.57,22.84,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,0,1.43,31.11,15.21,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
19,1,1.89,85.6,23.96,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,1,1.48,67.31,30.73,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
41,0,1.42,34.76,17.24,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,1,1.46,63.4,29.74,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,0,1.86,116.45,33.66,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.71,50.33,17.21,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,1,1.7,51.76,17.91,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,1,1.68,94.97,33.65,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
53,0,1.78,75.18,23.73,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,0,1.72,53.01,17.92,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,0,1.5,33.91,15.07,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,0,1.53,50.32,21.5,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,1,2,71.66,17.92,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
22,0,1.76,104.62,33.77,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.56,39.77,16.34,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,0,1.54,40.91,17.25,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,0,1.54,79.45,33.5,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
21,1,1.86,78.61,22.72,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.63,85.28,32.1,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,1,1.42,44.87,22.25,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,1,1.77,74.12,23.66,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.84,98.13,28.98,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
47,0,1.69,48.04,16.82,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,0,1.5,39.65,17.62,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,1,1.69,59.51,20.84,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,0,1.9,76.07,21.07,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,1,1.43,57.03,27.89,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,1,1.48,54.07,24.68,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,0,1.46,60.46,28.36,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,1,1.51,66.95,29.36,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
33,1,1.93,76.68,20.59,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,1,1.93,117.95,31.67,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,1,1.52,37.09,16.05,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,1,1.46,34.26,16.07,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,0,1.98,89.81,22.91,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,0,1.44,48.24,23.27,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
53,1,1.78,72.5,22.88,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.57,58.45,23.71,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,1,1.81,56.14,17.14,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
24,1,1.44,40.32,19.44,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,1,1.61,45.64,17.61,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,1,1.54,53.88,22.72,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,0,1.54,78.98,33.3,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,1,1.55,82.62,34.39,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
33,0,1.9,88.73,24.58,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
53,0,1.51,40.32,17.68,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,1,1.76,53.17,17.16,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,0,1.64,48.01,17.85,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.73,71.52,23.9,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.61,70.9,27.35,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,0,1.47,66.34,30.7,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
33,1,1.66,45.86,16.64,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,0,1.54,77.34,32.61,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
50,0,1.84,63.76,18.83,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,0,1.76,99.65,32.17,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,0,1.54,43.96,18.54,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.82,96.79,29.22,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
33,1,1.62,55.84,21.28,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
26,1,1.7,43.42,15.03,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
52,0,1.56,40.79,16.76,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,0,1.82,107.26,32.38,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
50,0,1.97,81.52,21,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
41,1,1.65,56.17,20.63,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,0,1.41,51.79,26.05,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,1,1.8,70.86,21.87,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,0,1.48,62.27,28.43,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,1,1.79,90.59,28.27,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,1,1.69,50.45,17.66,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,1,1.64,79.71,29.64,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,0,1.74,104.03,34.36,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,0,1.49,70.3,31.66,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,1,1.9,61.5,17.04,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.44,37.33,18,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,1,1.96,77.72,20.23,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,0,1.75,75.96,24.8,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,1,1.59,43.6,17.25,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,1,1.79,90.56,28.26,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,0,1.89,115.21,32.25,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,0,1.78,76.01,23.99,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,0,1.63,46.63,17.55,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,0,1.95,81.63,21.47,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,0,1.7,45.11,15.61,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
58,0,1.89,57.04,15.97,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,1,1.51,50.38,22.09,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.58,73.76,29.55,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
55,1,1.88,100.98,28.57,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
58,1,1.66,77.89,28.26,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,0,1.77,107.59,34.34,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,0,1.54,44.98,18.97,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,1,1.61,44.76,17.27,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,0,1.57,47.11,19.11,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
41,0,1.41,57.57,28.96,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,1,1.48,50.27,22.95,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
51,1,1.56,43.28,17.78,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,0,1.54,46.48,19.6,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,0,1.93,88.07,23.64,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,1,1.55,41.27,17.18,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,0,1.45,47.09,22.4,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,1,1.76,84.79,27.37,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,0,1.77,66.08,21.09,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,1,1.77,90.65,28.93,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,0,1.51,55.92,24.53,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,0,1.51,38.68,16.97,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,1,1.87,80.79,23.1,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
27,0,1.7,92.63,32.05,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
50,0,1.4,52.11,26.58,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,1,1.95,72.25,19,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,0,1.96,77.57,20.19,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,0,1.94,111.1,29.52,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,1,1.61,44.32,17.1,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,0,1.79,102.03,31.84,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,1,1.9,56.33,15.6,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,1,1.68,83.52,29.59,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,1,2,78.68,19.67,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,0,1.63,48.61,18.3,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,1,1.77,88.07,28.11,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,1,1.93,71.59,19.22,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,0,1.63,64.61,24.32,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,1,1.92,67.77,18.38,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,1,1.97,66.12,17.04,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
19,0,1.9,62.04,17.18,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,1,1.69,46.67,16.34,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,1,1.96,64.21,16.71,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,0,1.96,107.15,27.89,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
58,0,1.72,44.8,15.14,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.77,74.15,23.67,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
26,0,1.75,59.58,19.45,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,0,1.85,56.7,16.57,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
48,1,1.88,79.51,22.5,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
52,0,1.99,137.01,34.6,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.48,51.7,23.6,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.81,67.38,20.57,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,0,1.79,78.37,24.46,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
54,0,1.72,64.42,21.77,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,0,1.67,86.76,31.11,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
41,0,1.57,49.3,20,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,1,1.9,61.16,16.94,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
28,1,1.42,67.13,33.29,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.78,56.88,17.95,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,0,1.65,72.02,26.45,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,0,1.65,42.12,15.47,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
31,0,1.64,52.55,19.54,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,1,1.5,60.8,27.02,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
31,1,1.5,39.04,17.35,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,0,1.96,66.47,17.3,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,0,1.7,44.05,15.24,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,1,1.94,65.59,17.43,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
44,1,1.41,63.37,31.87,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.53,51.18,21.86,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,0,1.72,50.46,17.06,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,0,1.8,95.25,29.4,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,1,1.42,32.98,16.36,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,0,1.85,51.54,15.06,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
44,1,1.48,37.89,17.3,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,0,1.98,89.36,22.79,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,1,1.74,62.07,20.5,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,1,1.75,58.84,19.21,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,0,1.92,61.59,16.71,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,0,1.45,60.04,28.56,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,1,1.69,65.67,22.99,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,1,1.73,48.42,16.18,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
25,0,1.91,55.5,15.21,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,0,1.61,69.79,26.93,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,1,1.79,57.3,17.88,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,1,1.85,95.3,27.85,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
44,0,1.92,92.9,25.2,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,0,1.94,110.7,29.41,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,0,1.62,44.91,17.11,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,1,1.81,52.5,16.02,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,0,1.75,50.95,16.64,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
54,0,1.99,132.56,33.47,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
49,0,1.64,66.68,24.79,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,1,1.63,40.5,15.24,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,0,1.58,41.33,16.56,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,1,1.63,61.71,23.23,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
53,1,1.97,99.69,25.69,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.49,48.98,22.06,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
25,1,1.88,71.54,20.24,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,1,1.89,110.56,30.95,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
45,1,1.66,96.04,34.85,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,0,1.78,49.21,15.53,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
52,0,1.73,52.08,17.4,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
31,1,1.53,51.35,21.93,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,1,1.61,73.87,28.5,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,1,1.9,68.99,19.11,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.55,49.93,20.78,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,0,1.41,32.81,16.5,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,1,1.75,51.53,16.83,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,1,1.71,48.63,16.63,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,0,1.58,44.73,17.92,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.51,75.43,33.08,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
38,0,1.9,120.32,33.33,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
38,0,1.91,61.11,16.75,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,0,1.49,36.74,16.55,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,0,1.71,63.18,21.61,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,1,1.51,36.56,16.03,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,0,1.5,56.88,25.28,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
29,0,1.88,82.78,23.42,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,1,1.88,78.97,22.34,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.56,49.22,20.22,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,0,1.94,64.42,17.12,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,1,1.41,38.3,19.26,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,0,1.55,41.91,17.45,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,0,1.94,60.13,15.98,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.44,64.99,31.34,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,1,1.4,47.56,24.26,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,1,1.86,65.43,18.91,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,1,1.46,67.87,31.84,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
31,1,1.79,51.76,16.15,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.83,86.49,25.83,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,0,1.65,62.55,22.98,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.47,53.69,24.85,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,1,1.48,42.38,19.35,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,0,1.54,50.79,21.42,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
50,1,1.97,66.69,17.18,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,1,1.66,66.17,24.01,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,1,1.69,46.93,16.43,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,1,1.71,93.11,31.84,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,1,1.71,50.27,17.19,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,0,1.5,42.86,19.05,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,0,1.91,55.16,15.12,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,0,1.41,32.63,16.41,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.81,94.81,28.94,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,0,1.49,61.1,27.52,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,1,1.5,35.26,15.67,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.69,92.89,32.52,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.7,48.39,16.74,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,0,1.69,61.07,21.38,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,1,1.83,54.64,16.31,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,0,1.9,58.43,16.19,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,1,1.55,40.2,16.73,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,1,1.75,101.66,33.2,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,0,2,71.23,17.81,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,0,1.47,54.37,25.16,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.65,60.84,22.35,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,1,1.62,49.32,18.79,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
51,0,1.45,53.74,25.56,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
49,1,1.41,69.35,34.89,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.53,47.9,20.46,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,1,1.96,66.72,17.37,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.63,48.28,18.17,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,0,1.92,118,32.01,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,0,1.94,81.59,21.68,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
55,1,1.76,70.3,22.69,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.87,59.73,17.08,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,1,1.76,98.96,31.95,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
41,0,1.96,92.4,24.05,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,0,1.57,41.88,16.99,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,0,1.62,52.15,19.87,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
27,0,1.42,42.9,21.28,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,0,1.81,65.06,19.86,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
50,0,1.43,34.91,17.07,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
25,0,1.49,50.36,22.68,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,0,1.56,84.04,34.53,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,1,1.5,39.11,17.38,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,1,1.72,70.38,23.79,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
27,0,1.49,43.98,19.81,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,0,1.69,56.36,19.73,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,0,1.74,51.92,17.15,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.63,45.99,17.31,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,1,1.47,68.77,31.83,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,0,1.56,52.49,21.57,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,0,1.79,58.51,18.26,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,1,1.48,45.99,21,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,1,1.83,57.11,17.05,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,1,1.73,50.26,16.79,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,1,1.63,78.61,29.59,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
50,0,1.52,43.8,18.96,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,0,1.72,68.79,23.25,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.6,72.69,28.4,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
24,0,1.62,56.19,21.41,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.51,41.65,18.27,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,1,1.44,41.51,20.02,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,0,1.49,67.32,30.32,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,1,1.64,47.21,17.55,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,1,1.91,102.22,28.02,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
31,0,1.67,46.81,16.78,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,0,1.46,38.77,18.19,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.99,82.49,20.83,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,1,1.96,87.42,22.76,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,0,1.64,60.89,22.64,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
50,0,1.67,50.78,18.21,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,0,1.64,89.31,33.21,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,0,1.64,70,26.02,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
42,0,1.72,70.33,23.77,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,1,1.48,45.3,20.68,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,1,1.42,45.11,22.37,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,1,1.51,39.48,17.32,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,0,1.92,85.82,23.28,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,1,1.43,52.04,25.45,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,0,1.96,79.32,20.65,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
